ar16_index,canonical_esrs,language,official_esrs,official_theme,official_subtheme,official_subtopic,source_publication_id,source_url
6,E2,cs,E2,Znečištění,Znečištění půdy,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
7,E2,cs,E2,Znečištění,Znečištění živých organismů a potravinových zdrojů,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
8,E2,cs,E2,Znečištění,Látky vzbuzující obavy,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
9,E2,cs,E2,Znečištění,Látky vzbuzující mimořádné obavy,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
10,E2,cs,E2,Znečištění,Mikroplasty,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
11,E3,cs,E3,Voda a mořské zdroje,Voda,Spotřeba vody,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
12,E3,cs,E3,Voda a mořské zdroje,Voda,Odběry vody,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
13,E3,cs,E3,Voda a mořské zdroje,Voda,Vypouštění vody,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
14,E3,cs,E3,Voda a mořské zdroje,Voda,Vypouštění vody do oceánů,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
15,E3,cs,E3,Voda a mořské zdroje,Mořské zdroje,Těžba a využívání mořských zdrojů,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
16,E4,cs,E4,Biologická rozmanitost a ekosystémy,Faktory přímého dopadu na úbytek biologické rozmanitosti:,Změna klimatu,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
17,E4,cs,E4,Biologická rozmanitost a ekosystémy,Faktory přímého dopadu na úbytek biologické rozmanitosti:,"Změna využívání půdy, změna ve využívání sladké vody a změna ve využívání moře",3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
18,E4,cs,E4,Biologická rozmanitost a ekosystémy,Faktory přímého dopadu na úbytek biologické rozmanitosti:,Přímé využívání,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
19,E4,cs,E4,Biologická rozmanitost a ekosystémy,Faktory přímého dopadu na úbytek biologické rozmanitosti:,Invazní nepůvodní druhy,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
20,E4,cs,E4,Biologická rozmanitost a ekosystémy,Faktory přímého dopadu na úbytek biologické rozmanitosti:,Znečištění,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
21,E4,cs,E4,Biologická rozmanitost a ekosystémy,Faktory přímého dopadu na úbytek biologické rozmanitosti:,Ostatní,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
22,E4,cs,E4,Biologická rozmanitost a ekosystémy,Dopady na stav druhů,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
23,E4,cs,E4,Biologická rozmanitost a ekosystémy,Dopady na rozsah a stav ekosystémů,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
24,E4,cs,E4,Biologická rozmanitost a ekosystémy,Dopady a závislosti s ohledem na ekosystémové služby,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
25,E5,cs,E5,Oběhové hospodářství,"Příliv zdrojů, včetně využití zdrojů",,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
26,E5,cs,E5,Oběhové hospodářství,Odsun zdrojů souvisejících s produkty a službami,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
27,E5,cs,E5,Oběhové hospodářství,Odpady,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
28,S1,cs,S1,Vlastní pracovní síla,Pracovní podmínky,Bezpečné zaměstnání,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
29,S1,cs,S1,Vlastní pracovní síla,Pracovní podmínky,Pracovní doba,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
30,S1,cs,S1,Vlastní pracovní síla,Pracovní podmínky,Přiměřené mzdy,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
31,S1,cs,S1,Vlastní pracovní síla,Pracovní podmínky,Sociální dialog,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
32,S1,cs,S1,Vlastní pracovní síla,Pracovní podmínky,"Svoboda sdružování, existence rad zaměstnanců a právo zaměstnanců na informace, konzultace a účast",3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
33,S1,cs,S1,Vlastní pracovní síla,Pracovní podmínky,"Kolektivní vyjednávání, včetně podílu pracovníků, na něž se vztahují kolektivní smlouvy",3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
34,S1,cs,S1,Vlastní pracovní síla,Pracovní podmínky,Rovnováha mezi pracovním a soukromým životem,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
35,S1,cs,S1,Vlastní pracovní síla,Pracovní podmínky,Zdraví a bezpečnost,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
36,S1,cs,S1,Vlastní pracovní síla,Rovné zacházení a příležitosti pro všechny,Rovnost žen a mužů a stejná odměna za rovnocennou práci,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
37,S1,cs,S1,Vlastní pracovní síla,Rovné zacházení a příležitosti pro všechny,Odborná příprava a rozvoj dovedností,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
38,S1,cs,S1,Vlastní pracovní síla,Rovné zacházení a příležitosti pro všechny,Zaměstnávání a začleňování osob se zdravotním postižením,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
39,S1,cs,S1,Vlastní pracovní síla,Rovné zacházení a příležitosti pro všechny,Opatření proti násilí a obtěžování na pracovišti,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
40,S1,cs,S1,Vlastní pracovní síla,Rovné zacházení a příležitosti pro všechny,Rozmanitost,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=cs&productionSystem=cellar&part=
